Id,SalePrice
1461,142908.81
1462,191620.28
1463,192354.97
1464,193337.25
1465,170182.38
1466,169050.11
1467,180371.52
1468,147716.42
1469,182565.34
1470,137559.84
1471,200131.88
1472,121487.32
1473,126122.164
1474,159747.9
1475,94402.66
1476,282230.75
1477,223121.62
1478,263820.75
1479,247402.3
1480,448785.75
1481,299060.94
1482,182539.14
1483,163914.31
1484,145319.1
1485,132308.97
1486,175278.38
1487,306121.44
1488,231981.64
1489,166668.33
1490,224082.1
1491,180223.48
1492,113326.78
1493,164637.45
1494,269893.7
1495,284839.25
1496,215860.11
1497,173062.4
1498,138340.64
1499,132759.61
1500,146366.03
1501,212203.28
1502,116445.62
1503,242525.17
1504,218802.78
1505,222132.77
1506,241979.28
1507,287544.62
1508,221334.62
1509,163401.92
1510,183818.72
1511,163493.25
1512,228969.06
1513,160272.53
1514,212319.12
1515,247633.8
1516,167995.19
1517,165484.77
1518,198550.22
1519,250422.44
1520,152458.08
1521,162353.1
1522,214324.9
1523,128294.086
1524,119986.69
1525,114363.06
1526,124323.49
1527,112341.03
1528,142477.75
1529,150684.28
1530,214457.5
1531,191971.62
1532,90895.39
1533,155192.98
1534,120669.9
1535,168896.22
1536,114454.36
1537,115329.16
1538,146720.19
1539,191292.2
1540,172792.8
1541,159670.84
1542,174544.97
1543,199734.12
1544,87643.56
1545,104714.07
1546,127295.625
1547,155190.31
1548,144319.03
1549,129914.35
1550,166831.6
1551,135213.5
1552,175251.58
1553,140351.56
1554,106187.31
1555,205160.52
1556,99254.89
1557,139505.72
1558,94970.625
1559,127221.88
1560,186480.31
1561,207487.78
1562,107208.25
1563,122254.11
1564,199590.02
1565,152771.03
1566,223995.84
1567,96784.31
1568,252784.86
1569,159896.81
1570,109505.36
1571,122108.08
1572,165363.55
1573,217114.06
1574,162398.42
1575,238408.5
1576,255914.56
1577,163786.72
1578,146290.84
1579,142735.3
1580,179812.3
1581,129401.13
1582,119776.836
1583,317201.88
1584,226433.12
1585,131549.23
1586,52335.168
1587,85897.03
1588,158427.72
1589,129400.06
1590,132756.33
1591,87199.03
1592,144126.06
1593,114060.67
1594,157542.44
1595,142079.1
1596,240172.0
1597,236624.75
1598,156681.1
1599,153041.64
1600,155214.45
1601,69501.41
1602,138820.69
1603,87649.36
1604,244559.05
1605,224429.38
1606,182625.6
1607,254558.3
1608,184430.5
1609,152329.55
1610,128235.914
1611,148687.31
1612,181520.69
1613,186474.05
1614,128209.5
1615,89847.48
1616,77972.99
1617,98086.56
1618,111469.56
1619,120999.95
1620,247045.4
1621,144641.94
1622,145194.33
1623,227995.92
1624,236552.56
1625,126869.16
1626,220086.88
1627,194621.16
1628,260866.88
1629,144594.66
1630,333608.44
1631,192454.78
1632,223098.1
1633,132642.34
1634,179299.89
1635,159880.7
1636,144805.12
1637,234859.95
1638,218994.9
1639,211545.66
1640,272888.5
1641,198283.53
1642,203575.53
1643,201074.58
1644,197385.3
1645,245779.27
1646,168207.97
1647,161189.08
1648,145270.25
1649,140590.25
1650,135948.38
1651,126239.08
1652,113822.2
1653,103662.66
1654,156984.0
1655,124778.75
1656,152273.95
1657,157205.4
1658,154398.05
1659,111504.42
1660,162552.25
1661,374724.3
1662,314114.0
1663,327045.7
1664,416384.1
1665,261425.1
1666,290387.25
1667,303590.28
1668,281182.7
1669,235917.66
1670,285526.78
1671,281234.44
1672,397062.2
1673,259106.6
1674,245958.56
1675,204123.73
1676,200517.64
1677,201326.42
1678,420920.2
1679,341560.0
1680,278422.56
1681,212403.4
1682,272277.75
1683,181502.86
1684,146406.39
1685,147343.2
1686,147096.03
1687,123911.0
1688,177890.25
1689,172100.62
1690,163189.47
1691,149108.03
1692,216661.22
1693,123479.305
1694,165005.81
1695,122148.68
1696,276788.44
1697,122946.33
1698,327763.72
1699,284889.12
1700,247243.02
1701,274581.8
1702,252059.86
1703,234094.36
1704,271202.8
1705,207342.55
1706,378579.25
1707,183344.12
1708,192034.28
1709,235207.34
1710,202250.1
1711,225365.6
1712,243253.08
1713,256749.78
1714,216581.47
1715,183099.66
1716,162252.97
1717,148197.66
1718,112430.65
1719,185607.03
1720,226362.4
1721,156717.97
1722,105535.59
1723,161479.78
1724,203914.62
1725,229812.69
