Id,SalePrice
1461,119775.586
1462,153519.31
1463,185671.34
1464,187151.17
1465,186777.4
1466,180276.36
1467,168310.11
1468,169949.23
1469,188351.2
1470,132927.05
1471,197456.0
1472,92032.23
1473,98197.05
1474,149628.38
1475,131584.7
1476,380649.38
1477,245215.66
1478,313887.88
1479,296544.72
1480,536605.06
1481,306374.75
1482,203159.48
1483,169797.0
1484,170379.72
1485,172552.3
1486,193142.19
1487,337605.66
1488,246361.78
1489,211151.83
1490,204143.72
1491,190617.02
1492,78395.24
1493,188097.38
1494,283083.2
1495,284935.66
1496,214500.16
1497,182672.56
1498,158390.61
1499,149794.5
1500,155795.97
1501,176118.1
1502,151063.17
1503,292434.53
1504,230162.47
1505,218085.56
1506,186782.81
1507,256373.42
1508,201944.38
1509,164202.42
1510,145855.33
1511,135315.6
1512,153437.52
1513,149619.66
1514,173952.45
1515,178180.39
1516,174344.06
1517,155759.3
1518,121530.92
1519,223572.12
1520,139477.6
1521,142977.86
1522,167257.42
1523,109866.07
1524,117511.484
1525,123320.07
1526,121756.53
1527,93164.09
1528,137600.3
1529,150793.77
1530,173115.98
1531,118789.89
1532,95301.086
1533,137574.56
1534,114490.086
1535,164230.25
1536,114270.125
1537,71566.79
1538,172826.16
1539,200503.67
1540,114733.91
1541,153456.22
1542,147256.69
1543,212061.33
1544,74784.27
1545,103434.27
1546,124601.55
1547,125698.64
1548,131946.7
1549,107124.4
1550,158003.39
1551,115031.625
1552,152581.92
1553,140417.95
1554,114034.87
1555,195325.52
1556,102574.945
1557,103897.95
1558,99845.68
1559,107426.445
1560,143141.36
1561,145132.23
1562,122139.27
1563,125224.8
1564,153716.56
1565,153614.22
1566,218655.58
1567,67176.71
1568,252520.67
1569,140572.92
1570,125630.016
1571,123381.91
1572,157321.36
1573,242589.39
1574,111163.81
1575,209356.97
1576,213499.52
1577,202214.42
1578,140984.45
1579,140440.31
1580,191809.69
1581,145607.66
1582,133427.1
1583,324895.6
1584,231941.52
1585,140124.92
1586,60985.74
1587,96045.14
1588,148112.4
1589,94772.55
1590,133294.44
1591,98607.54
1592,123955.04
1593,125234.71
1594,131778.11
1595,130377.33
1596,252301.11
1597,186936.14
1598,198202.7
1599,190217.06
1600,173997.12
1601,67856.13
1602,118093.82
1603,78802.8
