Id,SalePrice
1461,127153.04
1462,153762.11
1463,184716.39
1464,186588.25
1465,182317.81
1466,170452.28
1467,177062.14
1468,167187.6
1469,184067.56
1470,127514.97
1471,191684.67
1472,93790.65
1473,98165.32
1474,150740.78
1475,128889.79
1476,358855.03
1477,263347.3
1478,313704.84
1479,230229.95
1480,539082.6
1481,323314.84
1482,203035.47
1483,168612.89
1484,179278.31
1485,170208.84
1486,201475.73
1487,354389.12
1488,238149.45
1489,221854.17
1490,208264.23
1491,189885.84
1492,94767.555
1493,173135.94
1494,313238.34
1495,294239.1
1496,230771.31
1497,180939.44
1498,159166.62
1499,156961.86
1500,137208.3
1501,183101.6
1502,161758.02
1503,303124.97
1504,221921.62
1505,222405.8
1506,195729.78
1507,240717.02
1508,208618.77
1509,165499.03
1510,153024.52
1511,147120.67
1512,158839.92
1513,156327.9
1514,170622.5
1515,180225.08
1516,162615.17
1517,157802.48
1518,129035.805
1519,227792.94
1520,135634.08
1521,147816.19
1522,165117.11
1523,117080.77
1524,117816.22
1525,119698.52
1526,126716.2
1527,101230.26
1528,134886.16
1529,140381.19
1530,173229.97
1531,120371.68
1532,98555.125
1533,137456.5
1534,117798.86
1535,155551.22
1536,112728.266
1537,65633.54
1538,205323.36
1539,230824.36
1540,111041.84
1541,152462.53
1542,147253.5
1543,217468.64
1544,77293.83
1545,98334.305
1546,123899.266
1547,144296.67
1548,129490.81
1549,112938.336
1550,155187.12
1551,111610.52
1552,132976.67
1553,144314.47
1554,118437.586
1555,178481.97
1556,90161.375
1557,113400.81
1558,92196.05
1559,111634.41
1560,140670.39
1561,148502.97
1562,124345.766
1563,115836.945
1564,164592.83
1565,152335.05
1566,244146.62
1567,74252.34
1568,234242.45
1569,145270.42
1570,129862.57
1571,133033.52
1572,162981.17
1573,269365.78
1574,132584.9
1575,225329.45
1576,230826.61
1577,196163.72
1578,153094.31
1579,142759.75
1580,194287.48
1581,147026.1
1582,126751.164
1583,324968.6
1584,242367.39
1585,140277.95
1586,69445.4
1587,94585.86
1588,153127.7
1589,81601.75
1590,134915.92
1591,108378.97
1592,135449.78
1593,112559.37
1594,123039.99
1595,132363.56
1596,245640.55
1597,183730.53
1598,190903.38
1599,189473.38
1600,179526.14
1601,71060.06
1602,111922.18
1603,85184.17
1604,274417.72
1605,243101.97
1606,163026.52
1607,173800.6
1608,202599.05
1609,203648.25
1610,167278.42
1611,148724.22
1612,156119.53
1613,155307.38
1614,119786.52
1615,85641.375
1616,79114.2
1617,85155.055
1618,131412.02
1619,139124.58
1620,162237.88
1621,131310.45
1622,140662.0
1623,311799.16
1624,236077.61
1625,122429.15
1626,165994.19
1627,192478.66
1628,265150.4
1629,175052.92
1630,371939.78
1631,227512.73
1632,240929.17
1633,170421.77
1634,179524.33
1635,180508.94
1636,155351.62
1637,170958.94
1638,202615.56
1639,172627.14
1640,262736.25
1641,174258.3
1642,220462.45
1643,213110.53
1644,227817.23
1645,180829.86
1646,157383.52
1647,163984.19
1648,145374.77
1649,137336.4
1650,115400.54
1651,125122.445
1652,92448.93
1653,90231.98
1654,159680.61
1655,145700.55
1656,148274.23
1657,160369.77
1658,147867.62
1659,128754.2
1660,149388.0
1661,504128.47
1662,409466.72
1663,396252.2
1664,481732.06
1665,344500.25
1666,344407.97
1667,364564.3
1668,336460.7
1669,307241.2
1670,356095.9
1671,256352.45
1672,462866.7
1673,302448.9
1674,234082.36
1675,180916.66
1676,195652.3
1677,216743.36
1678,461645.8
1679,408718.75
1680,348886.12
1681,251826.75
1682,285274.62
1683,169967.78
1684,173407.83
1685,172508.19
1686,174183.67
1687,167126.42
1688,186657.86
1689,191970.12
1690,185169.31
1691,174631.89
1692,267888.5
1693,169845.55
1694,184402.8
1695,169519.25
1696,266942.84
1697,170801.88
1698,363739.75
1699,325225.8
1700,247321.72
1701,266115.88
1702,259217.88
1703,247165.78
1704,302702.34
1705,236820.98
1706,431566.72
1707,238442.84
1708,209684.64
1709,292189.88
1710,219355.7
1711,254923.69
1712,213248.6
1713,247502.69
1714,219402.48
1715,211726.36
1716,173534.56
1717,173115.77
1718,136856.69
1719,197205.52
1720,246554.7
1721,162451.55
1722,127441.29
1723,152741.2
1724,205119.45
1725,223432.11
1726,185091.58
1727,162683.62
1728,185443.53
1729,167775.69
1730,159697.89
1731,117171.36
1732,115870.516
1733,105143.63
1734,130698.13
1735,133249.25
1736,110819.086
1737,365515.38
1738,211633.56
1739,264225.25
1740,204962.5
1741,183000.03
1742,174037.2
1743,179313.7
1744,300825.84
1745,207679.86
1746,245989.44
1747,216883.05
1748,205564.25
1749,160935.81
1750,136961.03
1751,221767.97
1752,117719.94
1753,140064.19
1754,196449.34
1755,169054.44
1756,115397.414
1757,117195.22
1758,142035.02
1759,172051.78
1760,164145.2
1761,138624.97
1762,167498.8
1763,175018.22
1764,116691.49
1765,169577.78
1766,166297.12
1767,208681.03
1768,137063.25
1769,158454.36
1770,150909.75
1771,125395.37
1772,133537.53
1773,143826.38
1774,131067.086
1775,129703.336
1776,117961.734
1777,112050.7
1778,127500.09
1779,116651.49
1780,184394.39
1781,134745.98
1782,88713.63
1783,134027.19
1784,94844.62
1785,110298.53
1786,153432.81
1787,165256.02
1788,46633.816
1789,76671.47
1790,85312.72
1791,193285.25
1792,157455.73
1793,146576.0
1794,150600.33
1795,139956.92
1796,127449.22
1797,107148.91
1798,125054.08
1799,109413.875
1800,121769.78
1801,130370.08
1802,148438.22
1803,151131.95
1804,142482.69
1805,133221.31
1806,115650.59
1807,139770.23
1808,115906.57
1809,121300.47
1810,150672.31
1811,96816.16
1812,90532.31
1813,121425.68
1814,87494.07
1815,44278.414
1816,93638.38
1817,132051.48
1818,131517.62
1819,115517.45
1820,82716.484
1821,108030.336
1822,155969.45
1823,60060.17
1824,142632.64
1825,132566.89
1826,94995.25
1827,97173.6
1828,142068.67
1829,103622.25
1830,158977.08
1831,192554.56
1832,116656.04
1833,147505.89
1834,125680.62
1835,143200.84
1836,120973.3
1837,85226.02
1838,130436.87
1839,76425.37
1840,178766.27
1841,145382.98
1842,86338.26
1843,138073.23
1844,132573.98
1845,129953.23
1846,156677.94
1847,167711.94
1848,52562.633
1849,115101.08
1850,128972.04
1851,149471.52
1852,125274.35
1853,128278.0
1854,167417.02
1855,154824.88
1856,237079.64
1857,126069.24
1858,136499.39
1859,118823.99
1860,150743.45
1861,117346.35
1862,286408.7
1863,276936.88
1864,276936.88
1865,312210.06
1866,320264.75
1867,233627.84
1868,324586.84
1869,210754.77
1870,246126.81
1871,242946.33
1872,167569.1
1873,233313.39
1874,137039.44
1875,210330.22
1876,197963.58
1877,212579.9
1878,203177.1
1879,139235.03
1880,137307.03
1881,235797.88
1882,253203.88
1883,200910.81
1884,218455.47
1885,268451.0
1886,309652.0
1887,205674.6
1888,281779.75
1889,162977.08
1890,138186.98
1891,139783.1
1892,114249.375
1893,129416.52
1894,131431.84
1895,154754.61
1896,133757.0
1897,129159.445
1898,103086.39
1899,134816.38
1900,129921.414
1901,181860.62
1902,151673.55
1903,233792.1
1904,140443.92
1905,180372.92
1906,178376.19
1907,219289.25
1908,117233.44
1909,129832.81
1910,119788.086
1911,214704.47
1912,287198.84
1913,138628.33
1914,70509.516
1915,339377.22
1916,66218.93
1917,256928.78
1918,142149.03
1919,162259.02
1920,137927.95
1921,413563.9
1922,339381.53
1923,210067.16
1924,217327.7
1925,222625.6
1926,410144.3
1927,132212.06
1928,162844.67
1929,118183.99
1930,137099.86
1931,137918.03
1932,133274.31
1933,178176.7
1934,188234.72
1935,176097.34
1936,188519.89
1937,183514.53
1938,166840.25
1939,241440.73
1940,180399.7
1941,175798.72
1942,193307.11
1943,191944.58
1944,332474.9
1945,419525.5
1946,142472.03
1947,328992.38
1948,148782.23
1949,240354.72
1950,183172.39
1951,257601.2
1952,223214.23
1953,165738.58
1954,207027.77
1955,130735.08
1956,283213.6
1957,151891.58
1958,323180.88
1959,136383.36
1960,116368.52
1961,120993.69
1962,94630.85
1963,102893.836
1964,115070.43
1965,147918.64
1966,145551.62
1967,302837.84
1968,416172.03
1969,430187.1
1970,485689.7
1971,447802.0
1972,371364.94
1973,278269.38
1974,311434.22
1975,424577.97
1976,275694.0
1977,400930.0
1978,406175.97
1979,348138.84
1980,190041.5
1981,356438.38
1982,240179.58
1983,206288.22
1984,154499.22
1985,206688.83
1986,209068.98
1987,176807.39
1988,174398.55
1989,195507.44
1990,223458.06
1991,227179.39
1992,218263.95
1993,174228.89
1994,244129.72
1995,184709.58
1996,258646.69
1997,316686.56
1998,363082.66
1999,265421.03
2000,313347.4
2001,282765.22
2002,234237.56
2003,243687.9
2004,262201.53
2005,230547.12
2006,240595.6
2007,254626.5
2008,215885.73
2009,185873.73
2010,192852.44
2011,143856.84
2012,193518.17
2013,181512.31
2014,178335.72
